feature,importance
cdrsb,39.66669959110364
logical_memory_delayed,7.4490413103878135
logical_memory_retention_ratio,5.696994856353181
adas11_total,5.222244812922247
faq_total,4.424015982174061
baseline_musculoskeletal_pain,3.4328304560795737
hachinski_hypertension_history,3.4017102043053624
plasma_ptau217,3.2568613978744647
adas13_total,3.2547560728577776
plasma_ptau217_abeta42_ratio,2.506506262755819
adas_q4_q14_delta,2.4239613593105824
plasma_abeta42_abeta40_ratio,2.1440000473202034
logical_memory_immediate,2.0399060192699983
faq_any_impairment,1.917946914734838
vitamin_b12,1.8010843672839625
trail_a_time,1.4869945433465364
csf_ptau_abeta42_ratio,1.4719028216267704
symptom_burden_baseline,1.071524521505807
csf_ptau,1.0156232259861242
mmse_total,0.9762905553686944
csf_tau_abeta42_ratio,0.9678704057902293
csf_ptau_tau_ratio,0.8820335675185628
gds_depression_severity,0.8633004396377935
hachinski_total_score,0.7928962321991694
csf_tau,0.5503969560119091
hemoglobin,0.5133655091020225
plasma_abeta42,0.3736578822694893
csf_abeta42,0.3169827512600256
neurovascular_burden,0.07860093364336325
