feature,importance
plasma_abeta42_abeta40_ratio,4.08421
adas_q4_q14_delta,3.9883337
logical_memory_delayed,3.8117175
cdrsb,3.8103461
baseline_musculoskeletal_pain,3.787805
adas13_total,3.7462552
plasma_ptau217,3.6949682
adas11_total,3.636853
csf_tau_abeta42_ratio,3.6110852
csf_ptau_tau_ratio,3.568956
csf_tau,3.5463958
csf_abeta42,3.4955692
hachinski_total_score,3.481179
csf_ptau,3.469421
logical_memory_retention_ratio,3.4519236
vitamin_b12,3.4496353
hachinski_hypertension_history,3.4038815
logical_memory_immediate,3.3702497
plasma_ptau217_abeta42_ratio,3.347846
plasma_abeta42,3.261051
faq_total,3.2465909
faq_any_impairment,3.2066114
gds_depression_severity,3.1872745
mmse_total,3.1524234
trail_a_time,3.1328127
neurovascular_burden,3.0493665
csf_ptau_abeta42_ratio,3.030138
symptom_burden_baseline,3.0265806
hemoglobin,2.9505165
