feature,importance
cdrsb,37.12277449908889
logical_memory_retention_ratio,7.782869072529756
faq_total,5.352563193335318
hachinski_hypertension_history,4.881542310254985
adas13_total,4.844108869601674
logical_memory_delayed,3.9909247014600964
adas11_total,3.838706076218793
adas_q4_q14_delta,3.7685439354193866
plasma_ptau217_abeta42_ratio,2.6617517667406783
hachinski_total_score,2.620263036405892
plasma_ptau217,2.601376621243256
csf_ptau_abeta42_ratio,2.190668450882709
plasma_abeta42_abeta40_ratio,1.7256872726238426
faq_any_impairment,1.4629159328226546
baseline_musculoskeletal_pain,1.3978242306118458
logical_memory_immediate,1.209071010838704
csf_tau_abeta42_ratio,1.0736032384626448
symptom_burden_baseline,1.011302970403027
gds_depression_severity,0.9744498904366604
plasma_abeta42,0.9308919263360854
vitamin_b12,0.9119760327321026
mmse_total,0.895840881165176
trail_a_time,0.8500749694154068
hemoglobin,0.8469991497818281
csf_ptau,0.8356555990122959
csf_ptau_tau_ratio,0.7741247339563112
csf_tau,0.7126239181563322
tree_33-leaf_11,0.43459829155493945
tree_21-leaf_10,0.43273621699465775
csf_abeta42,0.3524134230972515
tree_197-leaf_4,0.3246840316298275
tree_225-leaf_9,0.2580952116636723
tree_79-leaf_9,0.237414973546075
tree_27-leaf_9,0.19727549848459636
tree_262-leaf_8,0.17259585449773507
neurovascular_burden,0.16717694983454937
tree_210-leaf_7,0.15387525876033556
