observed_diff,ci_low,ci_high,p_value,n_boot,comparison
-0.0050000000000001155,-0.03444444444444439,0.03138888888888891,0.6045,10000,Variant B: MRF agreement vs Baseline
0.012222222222222245,-0.015277777777777724,0.04805555555555541,0.1977,10000,Variant C: Disagreement vs Baseline
