feature,importance
hachinski_hypertension_history,20.079064023834302
plasma_ptau217_abeta42_ratio,13.520228861099271
hachinski_total_score,11.273155259420662
plasma_ptau217,9.97678038514585
plasma_abeta42_abeta40_ratio,7.812354296496782
plasma_abeta42,6.676785140548729
baseline_musculoskeletal_pain,5.217193328791137
symptom_burden_baseline,3.7732448360499014
csf_tau_abeta42_ratio,3.488540641414195
csf_ptau_abeta42_ratio,2.0976388167310622
vitamin_b12,2.0646797605261438
adas13_total,1.8412844875173038
csf_tau,1.6819995293985868
hemoglobin,1.4287434243866397
adas_q4_q14_delta,1.2681705996371584
logical_memory_immediate,0.8819483775367074
csf_ptau,0.844309786694996
logical_memory_retention_ratio,0.7015027630896494
csf_abeta42,0.6962720535307783
logical_memory_delayed,0.6936847278993046
trail_a_time,0.6649786772002401
csf_ptau_tau_ratio,0.6301648367202035
adas11_total,0.5778915115534716
gds_depression_severity,0.5705688636406704
mmse_total,0.5177072329300212
neurovascular_burden,0.3934138576829032
faq_total,0.3312508581054232
cdrsb,0.16108937941172496
faq_any_impairment,0.13535368300618228
