feature,importance
cdrsb,32.15500907370745
logical_memory_delayed,5.799832863333539
baseline_musculoskeletal_pain,5.2808587710218085
plasma_ptau217_abeta42_ratio,4.2413490102725335
plasma_ptau217,3.757650914959137
plasma_abeta42_abeta40_ratio,3.451193785454834
adas13_total,3.281616113164103
faq_total,3.250579988200033
hachinski_hypertension_history,3.04304565095026
logical_memory_retention_ratio,2.8899784195666385
plasma_abeta42,2.8552166149730938
logical_memory_immediate,2.8126272175669653
vitamin_b12,2.7435632019451837
adas_q4_q14_delta,2.6530993317366036
mmse_total,2.106838353528668
csf_tau_abeta42_ratio,2.0488242017879306
faq_any_impairment,1.860459170935898
symptom_burden_baseline,1.6855924577950512
csf_ptau_abeta42_ratio,1.5905936081656356
adas11_total,1.4990471530450786
trail_a_time,1.3835295754509176
gds_depression_severity,1.2981832702114138
hachinski_total_score,1.2701176291764924
hemoglobin,1.210401681742692
csf_ptau_tau_ratio,1.2040792466146892
csf_tau,1.187843266836785
vascular_composite,1.1692723238808407
csf_abeta42,1.0769481712742544
csf_ptau,0.7296664586387753
neurovascular_burden,0.4629824740626866
