feature,importance
cdrsb,26.6002111311196
adas13_total,6.362356904033638
logical_memory_retention_ratio,6.012837278545907
logical_memory_delayed,4.877155746744187
baseline_musculoskeletal_pain,4.004071113733372
plasma_ptau217_abeta42_ratio,3.844048135677498
adas_q4_q14_delta,3.5966108551214533
logical_memory_immediate,3.5387205789398126
plasma_abeta42_abeta40_ratio,3.4830304927063276
hachinski_hypertension_history,3.4043939924754736
plasma_ptau217,2.735191426222523
trail_a_time,2.60075455295843
faq_total,2.385445362914617
hemoglobin,2.2182843693084777
csf_tau_abeta42_ratio,2.203956915115996
symptom_burden_baseline,2.1066620990284566
adas11_total,1.9696238349232928
csf_abeta42,1.9439057786869038
vitamin_b12,1.9268543494562431
faq_any_impairment,1.879290974398968
mmse_total,1.8237908995255696
csf_ptau_abeta42_ratio,1.7375595904259806
gds_depression_severity,1.543693974377187
csf_ptau_tau_ratio,1.5384699078721378
plasma_abeta42,1.496873175568632
csf_ptau,1.2313500729648332
hachinski_total_score,1.2092020744298257
csf_tau,1.0684900121808933
neurovascular_burden,0.6571644005437648
