feature,importance
cdrsb,35.687160251622345
faq_any_impairment,8.326695486189852
logical_memory_immediate,7.897483230289677
logical_memory_delayed,7.019850461124934
adas_q4_q14_delta,3.704114612122582
adas13_total,3.644308675588639
logical_memory_retention_ratio,3.1245033255819354
csf_tau,2.7020764035271636
adas11_total,2.675698390927371
csf_abeta42,2.667961944129737
hemoglobin,2.5533351851425974
baseline_musculoskeletal_pain,2.19663013055787
csf_ptau_abeta42_ratio,2.036249564603181
csf_tau_abeta42_ratio,1.9184198831250028
trail_a_time,1.81906285951048
gds_depression_severity,1.641118535393743
vitamin_b12,1.53418830744944
csf_ptau_tau_ratio,1.5104805950875981
symptom_burden_baseline,1.4439847029823563
faq_total,1.4259928506232131
mmse_total,1.372653684784125
csf_ptau,1.354771556016959
neurovascular_burden,0.8753637149691145
hachinski_hypertension_history,0.5654886234122871
hachinski_total_score,0.30240702523782187
