feature,importance
cdrsb,26.943367827610942
faq_any_impairment,13.626961919271563
logical_memory_immediate,7.351098043021834
logical_memory_delayed,5.451571739354657
adas_q4_q14_delta,4.394979090357662
adas13_total,3.5523582614422953
logical_memory_retention_ratio,2.4950122615408183
adas11_total,1.976279527347148
csf_tau_abeta42_ratio,1.6765193959644753
libra_supported_rescaled_0_100,1.6336008579083703
systolic_bp,1.5540078133683253
csf_abeta42,1.4335626395594392
csf_ptau,1.3724787620663066
csf_ptau_abeta42_ratio,1.3555913191667637
pulse,1.3331521210974366
mmse_total,1.199217379467877
csf_tau,1.1487482565650622
faq_total,1.1113980936252714
renal_dysfunction,1.0746083418145613
tobacco_burden,0.9859339122102629
education_retired,0.9793816261139529
libra_supported_late_life_raw,0.9564526233100925
gds_depression_severity,0.9121765045545503
csf_ptau_tau_ratio,0.8873832702879039
baseline_musculoskeletal_pain,0.8238622924841433
eGFR,0.7619232611245299
heart_disease,0.7516071607693179
hemoglobin,0.7343176473058795
vitamin_b12,0.7313865725549725
metabolic_risk_count,0.7167007637723096
smoking_history,0.693492953686234
ses_score,0.6541670305171392
trail_a_time,0.6216136232003999
diastolic_bp,0.5956720147447976
weight_kg,0.5181720384870487
symptom_burden_baseline,0.5160343819366845
serum_glucose,0.5016263152085205
height_m,0.49574822594466017
serum_creatinine,0.4844721213224379
education_years,0.4765806765335088
BMI,0.4567311263041325
years_retired,0.44499354111354766
serum_cholesterol,0.43832231044405
modifiable_risk_core_count,0.3811589880583777
neurovascular_burden,0.3740580015855172
vascular_treatment_gap,0.3609575516810525
vascular_risk_count,0.312437899158877
hypertension,0.3051643298445474
social_structural_engagement,0.27208488929849667
social_isolation_score,0.2682848684664362
lifestyle_risk_count,0.23524107871857014
libra_supported_raw,0.2193401095500064
hachinski_hypertension_history,0.182930209735883
married_homeowner,0.14488401935182843
hachinski_total_score,0.12019241006853543
