feature,importance
systolic_bp,6.885142201357342
weight_kg,6.590734118085569
eGFR,6.400308027838127
height_m,6.286470827493995
diastolic_bp,6.004992631609318
pulse,5.987886231956468
BMI,5.734463823377447
years_retired,5.349508240037557
serum_cholesterol,4.736234618186769
serum_glucose,3.899725725591992
education_years,3.24485973474843
ses_score,2.7455132979304167
serum_creatinine,2.682658520779315
libra_supported_rescaled_0_100,2.6344638667104174
education_retired,2.095335132265058
libra_supported_raw,2.077064543494421
smoking_years_since_quit,1.980640500759708
lifestyle_risk_count,1.671044638715437
tobacco_burden,1.5022967096005966
libra_supported_late_life_raw,1.497614278074528
vascular_risk_count,1.2713555801104042
metabolic_risk_count,1.1986184606188237
modifiable_risk_core_count,0.9804406568729055
smoking_packs_per_day,0.9757703965731732
smoking_duration_years,0.9568057274536838
hyperglycemia_status,0.9359363956316205
social_structural_engagement,0.8530198944990495
social_isolation_score,0.8473745740793968
vascular_treatment_gap,0.8432480020832106
partnered,0.8310814740148983
heart_disease,0.8190557459802011
renal_dysfunction,0.7977114973860078
has_antihypertensive_med,0.7958592397400713
current_smoking,0.7485144097600833
retired,0.7030099845612495
depression,0.6706924893986805
married_homeowner,0.6703960113533254
alcohol_abuse_history,0.660155600222881
retired_lives_alone,0.6234628606502108
has_lipid_med,0.6232596082363278
work_history_sufficient,0.5855638519073917
alcohol_burden,0.5401340919945012
smoking_history,0.404121444425291
obesity,0.3973214782233505
community_dwelling,0.32540581232760135
homeowner,0.24442337702763392
has_antidepressant_med,0.24141492060143954
high_cholesterol,0.1990644894293559
hypertension,0.11690761018843114
lives_alone,0.11364161306336966
diabetes,0.019275032972515642
