feature,importance
cdrsb,34.80746193050537
logical_memory_delayed,6.527786352327202
plasma_ptau217_abeta42_ratio,3.834677306724804
plasma_ptau217,3.281386526100289
logical_memory_retention_ratio,2.1853061828686715
plasma_abeta42_abeta40_ratio,2.1380949140931156
adas_q4_q14_delta,2.09062966797457
adas13_total,1.9750410324336847
adas11_total,1.8017491687448337
faq_any_impairment,1.7661933748768415
logical_memory_immediate,1.7295476132423506
faq_total,1.3779767520563142
csf_tau_abeta42_ratio,1.3275372909408472
csf_ptau_abeta42_ratio,1.1707689126259604
plasma_abeta42,1.1080693720635477
faq_events,1.0825373106874605
smoking_years_since_quit,1.019873229336809
faq_forms,0.8650158537523691
somatic_complaints,0.7592242464674904
serum_glucose,0.7397779875428594
vitamin_b12,0.7093466125807131
faq_reminders,0.7030806515195893
hachinski_stroke_history,0.6953356997653718
faq_finances,0.6804635672168742
faq_travel,0.6202681813026594
height_m,0.6112949151020398
weight_kg,0.611078857457885
csf_tau,0.5409315739589882
csf_ptau,0.5373860720656359
BMI,0.5271917445968246
faq_shopping,0.5268068774316479
tobacco_burden,0.5211320342474057
renal_dysfunction,0.5094212302314809
baseline_headache,0.500996404098866
csf_abeta42,0.48498668650322374
trail_a_time,0.48372878635034394
pulse,0.47904327298168836
alcohol_abuse_history,0.47029428511043764
hachinski_hypertension_history,0.46883475652777573
baseline_chest_pain,0.46786499663974557
ses_score,0.46341053643827773
systolic_bp,0.45469228473239964
smoking_history,0.4522470426719522
hyperglycemia_status,0.4506861719409148
current_alcohol_abuse,0.44966416121807196
heart_disease,0.446441082635071
baseline_vomiting,0.41377207377862446
faq_meal_prep,0.4027291647656628
years_retired,0.4015692272103932
current_smoking,0.3960022985504911
serum_cholesterol,0.3943198612756302
eGFR,0.3776983530760127
alcohol_burden,0.3721499782307377
diastolic_bp,0.3699337534255374
faq_tv,0.35833042519027897
csf_ptau_tau_ratio,0.3524145833299753
baseline_depressed_mood,0.34979249704849413
baseline_musculoskeletal_pain,0.32375754910678456
baseline_insomnia,0.3205595004050803
baseline_fall,0.3148913319533241
gds_depression_severity,0.30787603654659745
smoking_duration_years,0.3028147051414559
baseline_blurred_vision,0.29649657992974326
mmse_total,0.2875337954210341
hachinski_total_score,0.28671142588275855
libra_supported_rescaled_0_100,0.2747895798066282
work_history_sufficient,0.26690621671923476
NPIK1,0.25140505745135766
faq_games,0.24700415599269404
education_years,0.24689701613230666
hemoglobin,0.2364177043942878
symptom_burden_baseline,0.23542142792576315
vascular_risk_count,0.23278106779019453
lifestyle_risk_count,0.23250965235787796
csf_abeta40,0.22643892154177636
has_lipid_med,0.21940194358422463
metabolic_risk_count,0.21373094912103383
csf_abeta42_abeta40_ratio,0.19242104169786245
faq_beverages,0.1813547640081315
education_retired,0.16598487961978614
serum_creatinine,0.15887382284998708
NPID8,0.1573452355881519
libra_supported_raw,0.1456547347173543
smoking_packs_per_day,0.14152344308067483
NPIK9A,0.1406598375099509
npi_depression_item_score,0.139744402446145
baseline_stroke,0.13816313429686516
libra_supported_late_life_raw,0.13316046654733776
modifiable_risk_core_count,0.12991446189453268
social_structural_engagement,0.1252944327084634
retired_lives_alone,0.11486655604782814
social_isolation_score,0.1141475024692574
NPID4,0.11345675766922159
NPIK4,0.1132835001704536
NPIK3,0.10898163921668184
NPIK2,0.10551041876434768
NPID3,0.10447654683767671
alcohol_years_since_end,0.10012593722005594
NPIK9B,0.09954701116804555
npi_sleep_item_score,0.09949716972201356
neurovascular_burden,0.09462883018863885
NPID9C,0.092243430109185
NPID2,0.08988116492003348
NPID5,0.08680007359378565
symptom_burden_current,0.0840141982729553
obesity,0.08155273990531797
retired,0.08093672219834414
NPIK8,0.0756473707727732
vascular_treatment_gap,0.07116379809295317
NPID9B,0.07112576964346708
NPIK7,0.06781119186131598
diabetes,0.06522824507198934
npi_depression_symptom_count,0.06464981935127209
npi_sleep_symptom_count,0.06392248065986465
NPIK9C,0.06348120039330954
has_antihypertensive_med,0.06065050325937006
has_diabetes_med,0.05442216555324675
NPID9A,0.05385935423737921
delayed_cue_used,0.050082865018249614
NPID1,0.049274097800040086
hypertension,0.04856543092601628
NPID6,0.04691958303690806
blurred_vision_symptom,0.04259391260409455
NPIK6,0.04258158387564783
NPID7,0.04015021602280984
high_cholesterol,0.039257146359650066
lives_alone,0.036603798599186985
alcohol_abuse_duration_years,0.0324953162300612
gait_abnormality,0.03040762899951503
alcohol_drinks_per_day,0.02934018131281107
auditory_impairment,0.025653919886802344
physical_heart_exam_abnormal,0.024410705063890776
headache_symptom,0.01959996137757209
married_homeowner,0.019488591455317558
fall_symptom,0.019425003033050323
depression,0.0180727913824072
community_dwelling,0.014469736407845513
NPIK5,0.0139739943235852
depressed_mood_symptom,0.012222924656324416
partnered,0.009942125607762838
has_antidepressant_med,0.009895733186746022
homeowner,0.00564950644532493
peripheral_vascular_exam_abnormal,0.0023772874377623867
npi_sleep_severity,0.0021988608372983083
has_baseline_row,0.0
has_screening_row,0.0
screening_fallback_allowed,0.0
insomnia_symptom,0.0
musculoskeletal_pain_symptom,0.0
chest_pain_symptom,0.0
npi_depression_severity,0.0
