feature,importance
systolic_bp,6.317202328438381
height_m,6.247995928610148
pulse,5.798305623595693
diastolic_bp,5.676062743150697
weight_kg,5.592685088868784
years_retired,4.830456254733607
eGFR,4.8172767359045086
BMI,4.463784299653775
serum_glucose,3.8359544895154705
serum_cholesterol,3.6170155438189413
ses_score,2.8689180260040805
hyperglycemia_status,2.614187814213588
serum_creatinine,2.3449289700462894
lifestyle_risk_count,2.3419677611161474
libra_supported_rescaled_0_100,2.3046650725858426
libra_supported_late_life_raw,2.2826056182470262
education_years,2.265451329451344
heart_disease,2.2447124850746496
libra_supported_raw,2.0422102422330726
education_retired,1.8690548060686876
tobacco_burden,1.6791102248293146
smoking_years_since_quit,1.6216413864352532
modifiable_risk_core_count,1.5351860349815403
alcohol_abuse_history,1.4621595747848635
depression,1.291585451246211
alcohol_burden,1.2733253656895105
metabolic_risk_count,1.2688089607557107
smoking_packs_per_day,1.2217516926625864
renal_dysfunction,1.2129401886751876
vascular_risk_count,1.1524751421997628
social_structural_engagement,1.1118446216215836
smoking_duration_years,1.0293857469630787
vascular_treatment_gap,0.9897568322581061
retired,0.9600255342889078
work_history_sufficient,0.8866098075894755
current_smoking,0.8840868936197148
social_isolation_score,0.8493062626075887
obesity,0.753098194398546
retired_lives_alone,0.7503124170123601
smoking_history,0.5657018482156743
partnered,0.5282635777773177
has_antihypertensive_med,0.5271942069355072
has_lipid_med,0.5091221721308028
married_homeowner,0.4059722425629106
high_cholesterol,0.2560391403647471
hypertension,0.25437878829214305
community_dwelling,0.16689585362790582
has_antidepressant_med,0.15939566695112298
lives_alone,0.11894847356061415
homeowner,0.1160739684879893
diabetes,0.08316256714322309
