feature,importance
systolic_bp,6.888528665416511
weight_kg,6.08818699659786
height_m,6.013249504523626
eGFR,5.741934361311525
pulse,5.6227229215561625
BMI,5.265018552407362
diastolic_bp,5.09434794319444
years_retired,4.718614265632464
serum_cholesterol,4.429313945980816
serum_glucose,4.124635776347461
education_retired,3.5449005044122144
ses_score,3.411402647633989
libra_supported_late_life_raw,3.3262543405801104
education_years,3.3105623166506586
serum_creatinine,3.2432754522155864
tobacco_burden,2.8357728682910532
libra_supported_rescaled_0_100,2.5683512114428284
lifestyle_risk_count,2.3414104915931313
libra_supported_raw,2.3194562368109737
heart_disease,2.27730612912027
vascular_risk_count,2.2494022342013147
smoking_history,2.2221430336303514
renal_dysfunction,1.9240992363936984
social_structural_engagement,1.8803482659059976
modifiable_risk_core_count,1.8677319679849833
metabolic_risk_count,1.6892966223349657
social_isolation_score,1.6640270263065007
vascular_treatment_gap,1.2987406169327373
married_homeowner,1.0582605017405486
hypertension,0.9807053628498468
