column,train_non_missing_n,train_missing_n,train_missing_fraction,train_unique_non_missing_n,train_mode_value,train_mode_count,train_mode_fraction,train_numeric_observed_n,train_numeric_mean,train_numeric_variance,test_non_missing_n,test_missing_n,test_missing_fraction,test_unique_non_missing_n,test_mode_value,test_mode_count,test_mode_fraction,test_numeric_observed_n,test_numeric_mean,test_numeric_variance,combined_unique_non_missing_n,mode_comparison_eligible,mode_value_match,missing_fraction_abs_diff,mode_fraction_abs_diff,numeric_mean_abs_diff,numeric_standardized_mean_diff,missingness_shift_flag,mode_shift_flag,numeric_mean_shift_flag,train_test_shift_flag,keep_for_modeling,drop_reason
npi_sleep_severity,37,713,0.9506666666666667,3,1.0,28,0.7567567567567568,37,1.2702702702702702,0.2512783053323594,2,98,0.98,1,1.0,2,1.0,2,1.0,0.0,3,1,1,0.029333333333333322,0.2432432432432432,0.2702702702702702,0.762492851663023,0,1,1,1,0,high_missingness
NPIK1,61,689,0.9186666666666666,2,0.0,37,0.6065573770491803,61,0.39344262295081966,0.23864552539639883,7,93,0.93,2,1.0,4,0.5714285714285714,7,0.5714285714285714,0.2448979591836735,2,1,0,0.011333333333333417,0.03512880562060894,0.17798594847775173,0.36197864263675633,0,1,0,1,0,high_missingness
NPIK2,61,689,0.9186666666666666,2,1.0,40,0.6557377049180327,61,0.6557377049180327,0.22574576726686374,7,93,0.93,2,0.0,4,0.5714285714285714,7,0.42857142857142855,0.24489795918367344,2,1,0,0.011333333333333417,0.08430913348946134,0.2271662763466042,0.4682876668533526,0,1,0,1,0,high_missingness
NPIK7,61,689,0.9186666666666666,2,0.0,48,0.7868852459016393,61,0.21311475409836064,0.16769685568395587,7,93,0.93,1,0.0,7,1.0,7,0.0,0.0,2,1,1,0.011333333333333417,0.21311475409836067,0.21311475409836064,0.7359800721939873,0,1,1,1,0,high_missingness
NPIK9A,61,689,0.9186666666666666,4,3.0,32,0.5245901639344263,61,2.737704918032787,0.750873421123354,7,93,0.93,3,1.0,3,0.42857142857142855,7,1.7142857142857142,0.489795918367347,4,1,0,0.011333333333333417,0.09601873536299771,1.0234192037470728,1.299393036190147,0,1,1,1,0,high_missingness
NPIK9B,61,689,0.9186666666666666,3,1.0,46,0.7540983606557377,61,1.2950819672131149,0.306369255576458,7,93,0.93,1,1.0,7,1.0,7,1.0,0.0,3,1,1,0.011333333333333417,0.24590163934426235,0.29508196721311486,0.753937034925052,0,1,1,1,0,high_missingness
NPIK9C,61,689,0.9186666666666666,5,0.0,26,0.4262295081967213,61,1.0655737704918034,1.3399623757054555,7,93,0.93,2,0.0,4,0.5714285714285714,7,0.42857142857142855,0.24489795918367344,5,1,1,0.011333333333333417,0.1451990632318501,0.6370023419203747,0.7155838472055226,0,0,1,1,0,high_missingness
NPID8,65,685,0.9133333333333333,2,0.0,56,0.8615384615384616,65,0.13846153846153847,0.11928994082840239,7,93,0.93,1,0.0,7,1.0,7,0.0,0.0,2,1,1,0.01666666666666672,0.1384615384615384,0.13846153846153847,0.5669467095138409,0,0,1,1,0,high_missingness
NPID5,66,684,0.912,2,0.0,46,0.696969696969697,66,0.30303030303030304,0.21120293847566576,7,93,0.93,1,0.0,7,1.0,7,0.0,0.0,2,1,1,0.018000000000000016,0.303030303030303,0.30303030303030304,0.9325048082403138,0,1,1,1,0,high_missingness
NPID9A,66,684,0.912,4,1.0,44,0.6666666666666666,66,1.5,0.6439393939393939,7,93,0.93,3,2.0,3,0.42857142857142855,7,1.7142857142857142,0.489795918367347,4,1,0,0.018000000000000016,0.23809523809523808,0.2142857142857142,0.28461145793088644,0,1,0,1,0,high_missingness
