n_total_rows,n_train_rows,n_test_rows,n_train_primary_rows,n_train_augmentation_rows,n_test_primary_rows,n_candidate_feature_columns,n_retained_feature_columns,n_dropped_feature_columns,n_dropped_all_missing,n_dropped_high_missingness,n_dropped_constant,n_dropped_mode_dominance,n_dropped_low_numeric_variance,n_train_test_shift_flagged,n_retained_train_test_shift_flagged,n_missingness_shift_flagged,n_mode_shift_flagged,n_numeric_mean_shift_flagged
692,660,32,62,598,32,95,27,68,1,39,3,25,0,52,12,18,21,29
