column,train_non_missing_n,train_missing_n,train_missing_fraction,train_unique_non_missing_n,train_mode_value,train_mode_count,train_mode_fraction,train_numeric_observed_n,train_numeric_mean,train_numeric_variance,test_non_missing_n,test_missing_n,test_missing_fraction,test_unique_non_missing_n,test_mode_value,test_mode_count,test_mode_fraction,test_numeric_observed_n,test_numeric_mean,test_numeric_variance,combined_unique_non_missing_n,mode_comparison_eligible,mode_value_match,missing_fraction_abs_diff,mode_fraction_abs_diff,numeric_mean_abs_diff,numeric_standardized_mean_diff,missingness_shift_flag,mode_shift_flag,numeric_mean_shift_flag,train_test_shift_flag,keep_for_modeling,drop_reason
alcohol_risk_status,465,199,0.2996987951807229,2,0.0,453,0.9741935483870968,465,0.025806451612903226,0.02514047866805412,55,17,0.2361111111111111,2,0.0,52,0.9454545454545454,55,0.05454545454545454,0.05157024793388429,2,1,1,0.0635876840696118,0.028739002932551383,0.028739002932551317,0.14674342331769255,0,0,0,0,0,mode_dominance
smoking,465,199,0.2996987951807229,2,0.0,417,0.896774193548387,465,0.1032258064516129,0.09257023933402704,55,17,0.2361111111111111,2,0.0,52,0.9454545454545454,55,0.05454545454545454,0.05157024793388429,2,1,1,0.0635876840696118,0.04868035190615838,0.04868035190615836,0.18133252706182282,0,0,0,0,0,mode_dominance
obesity,663,1,0.0015060240963855422,2,0.0,508,0.7662141779788839,663,0.23378582202111614,0.17913001144302712,72,0,0.0,2,0.0,52,0.7222222222222222,72,0.2777777777777778,0.2006172839506173,2,1,1,0.0015060240963855422,0.043991955756661705,0.04399195575666165,0.10095804288715551,0,0,0,0,0,mode_dominance
depression,664,0,0.0,2,0.0,565,0.8509036144578314,664,0.14909638554216867,0.12686665336042965,72,0,0.0,2,0.0,61,0.8472222222222222,72,0.1527777777777778,0.12943672839506173,2,1,1,0.0,0.003681392235609149,0.003681392235609121,0.010283712381045123,0,0,0,0,0,mode_dominance
diabetes,664,0,0.0,2,0.0,615,0.9262048192771084,664,0.07379518072289157,0.06834945202496734,72,0,0.0,2,0.0,65,0.9027777777777778,72,0.09722222222222222,0.08777006172839505,2,1,1,0.0,0.023427041499330614,0.023427041499330656,0.08385015113235984,0,0,0,0,0,mode_dominance
has_baseline_row,664,0,0.0,1,1.0,664,1.0,664,1.0,0.0,72,0,0.0,1,1.0,72,1.0,72,1.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,constant_in_train
has_screening_row,664,0,0.0,1,1.0,664,1.0,664,1.0,0.0,72,0,0.0,1,1.0,72,1.0,72,1.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,constant_in_train
high_cholesterol,664,0,0.0,2,0.0,569,0.8569277108433735,664,0.1430722891566265,0.12260260923210917,72,0,0.0,2,0.0,60,0.8333333333333334,72,0.16666666666666666,0.1388888888888889,2,1,1,0.0,0.02359437751004012,0.02359437751004015,0.06525213635980513,0,0,0,0,0,mode_dominance
libra_supported_late_life_n_observed,664,0,0.0,2,6.0,465,0.7003012048192772,664,5.100903614457831,1.8889148461315144,72,0,0.0,2,6.0,55,0.7638888888888888,72,5.291666666666667,1.6232638888888888,2,1,1,0.0,0.06358768406961168,0.19076305220883594,0.1439530781461467,0,0,0,0,0,mode_dominance
screening_fallback_allowed,664,0,0.0,1,1.0,664,1.0,664,1.0,0.0,72,0,0.0,1,1.0,72,1.0,72,1.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,constant_in_train
renal_dysfunction,465,199,0.2996987951807229,2,1.0,236,0.5075268817204301,465,0.5075268817204301,0.24994334605156662,55,17,0.2361111111111111,2,0.0,34,0.6181818181818182,55,0.38181818181818183,0.23603305785123965,2,1,0,0.0635876840696118,0.11065493646138802,0.1257086999022483,0.2550191190627086,0,1,0,1,1,
modifiable_risk_core8_count,664,0,0.0,6,1.0,181,0.27259036144578314,664,1.9051204819277108,1.6250340216286834,72,0,0.0,6,2.0,23,0.3194444444444444,72,1.9305555555555556,1.6201774691358026,6,1,0,0.0,0.046854082998661284,0.025435073627844806,0.0199676287966883,0,1,0,1,1,
eGFR,418,246,0.3704819277108434,417,75.03700674528076,2,0.004784688995215311,418,74.30027037730665,225.62180332205725,49,23,0.3194444444444444,48,69.4402896983642,2,0.04081632653061224,49,72.5619148715952,233.06547377683077,465,0,,0.05103748326639895,0.03603163753539693,1.7383555057114393,0.1147876720452065,0,0,0,0,1,
tobacco_burden,423,241,0.3629518072289157,124,0.0,285,0.6737588652482269,423,-0.056748257961905635,0.19447876872430842,53,19,0.2638888888888889,16,0.0,37,0.6981132075471698,53,-0.14768556898253432,0.20990425804469368,134,0,,0.09906291834002678,0.024354342298942844,0.09093731102062869,0.20223701508418218,0,0,0,0,1,
heart_disease,465,199,0.2996987951807229,2,1.0,289,0.621505376344086,465,0.621505376344086,0.23523644351948203,55,17,0.2361111111111111,2,1.0,36,0.6545454545454545,55,0.6545454545454545,0.22611570247933885,2,1,1,0.0635876840696118,0.03304007820136856,0.03304007820136856,0.06879229397590053,0,0,0,0,1,
BMI,663,1,0.0015060240963855422,651,20.016846182722354,2,0.0030165912518853697,663,27.54162414338497,60.134817445864726,72,0,0.0,72,22.935921038858687,1,0.013888888888888888,72,27.332450665797136,26.426086646164045,717,0,,0.0015060240963855422,0.010872297637003519,0.20917347758783222,0.031795138616211235,0,0,0,0,1,
hypertension,664,0,0.0,2,0.0,370,0.5572289156626506,664,0.4427710843373494,0.24672485121207727,72,0,0.0,2,0.0,43,0.5972222222222222,72,0.4027777777777778,0.2405478395061728,2,1,1,0.0,0.03999330655957156,0.03999330655957162,0.08102448401179209,0,0,0,0,1,
libra_supported_late_life_raw,664,0,0.0,32,0.0,203,0.3057228915662651,664,1.5439759036144578,1.805746842792858,72,0,0.0,13,0.0,20,0.2777777777777778,72,1.5638888888888889,1.6814737654320988,32,0,,0.0,0.027945113788487297,0.019912985274431083,0.015080358262537312,0,0,0,0,1,
libra_supported_late_life_rescaled_0_100,664,0,0.0,34,0.0,203,0.3057228915662651,664,19.904170252438323,301.0096720555564,72,0,0.0,16,0.0,20,0.2777777777777778,72,20.180224867724867,297.03994750549396,34,0,,0.0,0.027945113788487297,0.27605461528654374,0.015963988306792555,0,0,0,0,1,
libra_supported_n_observed,664,0,0.0,3,8.0,464,0.6987951807228916,664,7.099397590361446,1.8877104804761209,72,0,0.0,2,8.0,55,0.7638888888888888,72,7.291666666666667,1.6232638888888888,3,1,1,0.0,0.06509370816599724,0.19226907630522128,0.14511443263593743,0,0,0,0,1,
libra_supported_raw,664,0,0.0,59,1.6,94,0.14156626506024098,664,2.6259036144578314,3.129901291914647,72,0,0.0,29,0.0,12,0.16666666666666666,72,2.6527777777777777,3.2322145061728396,59,0,,0.0,0.025100401606425682,0.026874163319946298,0.01506777634417626,0,0,0,0,1,
libra_supported_rescaled_0_100,664,0,0.0,69,0.0,94,0.14156626506024098,664,24.628700145409223,260.57266965527015,72,0,0.0,33,0.0,12,0.16666666666666666,72,25.099377394636022,299.9433668008948,69,0,,0.0,0.025100401606425682,0.47067724922679943,0.028115394605731946,0,0,0,0,1,
social_structural_engagement,664,0,0.0,5,0.6666666666666666,412,0.6204819277108434,664,0.630773092369478,0.046276912368348896,72,0,0.0,3,0.6666666666666666,47,0.6527777777777778,72,0.6527777777777778,0.03838734567901234,5,1,1,0.0,0.03229585006693436,0.022004685408299807,0.10694983242945949,0,0,0,0,1,
vascular_treatment_gap,664,0,0.0,4,0.0,379,0.5707831325301205,664,0.4939759036144578,0.38550587893743654,72,0,0.0,3,0.0,46,0.6388888888888888,72,0.4166666666666667,0.35416666666666663,4,1,1,0.0,0.06810575635876837,0.07730923694779113,0.1271237322512361,0,0,0,0,1,
