column,train_non_missing_n,train_missing_n,train_missing_fraction,train_unique_non_missing_n,train_mode_value,train_mode_count,train_mode_fraction,train_numeric_observed_n,train_numeric_mean,train_numeric_variance,test_non_missing_n,test_missing_n,test_missing_fraction,test_unique_non_missing_n,test_mode_value,test_mode_count,test_mode_fraction,test_numeric_observed_n,test_numeric_mean,test_numeric_variance,combined_unique_non_missing_n,mode_comparison_eligible,mode_value_match,missing_fraction_abs_diff,mode_fraction_abs_diff,numeric_mean_abs_diff,numeric_standardized_mean_diff,missingness_shift_flag,mode_shift_flag,numeric_mean_shift_flag,train_test_shift_flag,keep_for_modeling,drop_reason
npi_sleep_severity,33,627,0.95,3,1.0,23,0.696969696969697,33,1.3333333333333333,0.2828282828282828,3,29,0.90625,1,1.0,3,1.0,3,1.0,0.0,3,1,1,0.043749999999999956,0.303030303030303,0.33333333333333326,0.8864052604279181,0,1,1,1,0,high_missingness
NPIK1,49,611,0.9257575757575758,2,0.0,31,0.6326530612244898,49,0.3673469387755102,0.23240316534777178,2,30,0.9375,1,1.0,2,1.0,2,1.0,0.0,2,1,0,0.011742424242424221,0.36734693877551017,0.6326530612244898,1.8559214542766742,0,1,1,1,0,high_missingness
NPIK2,49,611,0.9257575757575758,2,1.0,32,0.6530612244897959,49,0.6530612244897959,0.22657226155768426,2,30,0.9375,1,1.0,2,1.0,2,1.0,0.0,2,1,1,0.011742424242424221,0.34693877551020413,0.34693877551020413,1.0307764064044154,0,1,1,1,0,high_missingness
NPIK4,49,611,0.9257575757575758,2,0.0,35,0.7142857142857143,49,0.2857142857142857,0.20408163265306123,2,30,0.9375,2,1.0,1,0.5,2,0.5,0.25,2,1,0,0.011742424242424221,0.2142857142857143,0.2142857142857143,0.4497190133975169,0,1,0,1,0,high_missingness
NPIK6,49,611,0.9257575757575758,2,0.0,34,0.6938775510204082,49,0.30612244897959184,0.212411495210329,2,30,0.9375,1,0.0,2,1.0,2,0.0,0.0,2,1,1,0.011742424242424221,0.30612244897959184,0.30612244897959184,0.9393364366277243,0,1,1,1,0,high_missingness
NPIK7,49,611,0.9257575757575758,2,0.0,36,0.7346938775510204,49,0.2653061224489796,0.1949187838400666,2,30,0.9375,2,0.0,1,0.5,2,0.5,0.25,2,1,1,0.011742424242424221,0.23469387755102045,0.2346938775510204,0.4975954350108121,0,1,0,1,0,high_missingness
NPIK9A,49,611,0.9257575757575758,4,3.0,23,0.46938775510204084,49,2.877551020408163,0.6380674718867139,2,30,0.9375,2,3.0,1,0.5,2,2.0,1.0,4,1,1,0.011742424242424221,0.030612244897959162,0.8775510204081631,0.9696644644714915,0,0,1,1,0,high_missingness
NPIK9B,49,611,0.9257575757575758,3,1.0,35,0.7142857142857143,49,1.3673469387755102,0.3956684714702208,2,30,0.9375,1,1.0,2,1.0,2,1.0,0.0,3,1,1,0.011742424242424221,0.2857142857142857,0.36734693877551017,0.8258966419340222,0,1,1,1,0,high_missingness
NPIK9C,49,611,0.9257575757575758,5,0.0,19,0.3877551020408163,49,1.183673469387755,1.4968763015410247,2,30,0.9375,2,2.0,1,0.5,2,1.5,0.25,5,1,0,0.011742424242424221,0.11224489795918369,0.3163265306122449,0.33846949965023315,0,1,0,1,0,high_missingness
npi_sleep_symptom_count,49,611,0.9257575757575758,4,1.0,18,0.3673469387755102,49,1.9591836734693877,0.7738442315701792,2,30,0.9375,1,3.0,2,1.0,2,3.0,0.0,4,1,0,0.011742424242424221,0.6326530612244898,1.0408163265306123,1.673255723058206,0,1,1,1,0,high_missingness
NPID8,57,603,0.9136363636363637,2,0.0,50,0.8771929824561403,57,0.12280701754385964,0.10772545398584181,2,30,0.9375,2,0.0,1,0.5,2,0.5,0.25,2,1,1,0.02386363636363631,0.3771929824561403,0.37719298245614036,0.8918743630938093,0,1,1,1,0,high_missingness
NPID1,58,602,0.9121212121212121,2,0.0,38,0.6551724137931034,58,0.3448275862068966,0.22592152199762186,2,30,0.9375,2,1.0,1,0.5,2,0.5,0.25,2,1,0,0.02537878787878789,0.15517241379310343,0.15517241379310343,0.3180986612296214,0,1,0,1,0,high_missingness
NPID2,58,602,0.9121212121212121,2,1.0,49,0.8448275862068966,58,0.8448275862068966,0.13109393579072534,2,30,0.9375,1,1.0,2,1.0,2,1.0,0.0,2,1,1,0.02537878787878789,0.15517241379310343,0.15517241379310343,0.6060915267313264,0,0,1,1,0,high_missingness
NPID3,58,602,0.9121212121212121,2,0.0,39,0.6724137931034483,58,0.3275862068965517,0.22027348394768137,2,30,0.9375,1,0.0,2,1.0,2,0.0,0.0,2,1,1,0.02537878787878789,0.3275862068965517,0.3275862068965517,0.987096233585649,0,1,1,1,0,high_missingness
NPID5,58,602,0.9121212121212121,2,0.0,40,0.6896551724137931,58,0.3103448275862069,0.21403091557669443,2,30,0.9375,1,0.0,2,1.0,2,0.0,0.0,2,1,1,0.02537878787878789,0.31034482758620685,0.3103448275862069,0.9486832980505138,0,1,1,1,0,high_missingness
NPID6,58,602,0.9121212121212121,2,0.0,51,0.8793103448275862,58,0.1206896551724138,0.10612366230677764,2,30,0.9375,1,0.0,2,1.0,2,0.0,0.0,2,1,1,0.02537878787878789,0.12068965517241381,0.1206896551724138,0.5239368319955839,0,0,1,1,0,high_missingness
NPID9A,58,602,0.9121212121212121,4,1.0,39,0.6724137931034483,58,1.4655172413793103,0.559155766944114,2,30,0.9375,2,3.0,1,0.5,2,3.5,0.25,4,1,0,0.02537878787878789,0.1724137931034483,2.0344827586206895,3.1985485319503493,0,1,1,1,0,high_missingness
NPID9B,58,602,0.9121212121212121,3,1.0,48,0.8275862068965517,58,1.1896551724137931,0.18816884661117717,2,30,0.9375,2,2.0,1,0.5,2,1.5,0.25,3,1,0,0.02537878787878789,0.3275862068965517,0.31034482758620685,0.6630385218153815,0,1,1,1,0,high_missingness
NPID9C,58,602,0.9121212121212121,5,1.0,22,0.3793103448275862,58,1.5517241379310345,0.8680142687277053,2,30,0.9375,1,3.0,2,1.0,2,3.0,0.0,5,1,0,0.02537878787878789,0.6206896551724138,1.4482758620689655,2.1983804748788973,0,1,1,1,0,high_missingness
npi_depression_symptom_count,58,602,0.9121212121212121,7,1.0,19,0.3275862068965517,58,2.189655172413793,1.4640309155766946,2,30,0.9375,1,2.0,2,1.0,2,2.0,0.0,7,1,0,0.02537878787878789,0.6724137931034483,0.18965517241379315,0.2216687976183465,0,1,0,1,0,high_missingness
csf_abeta40,121,539,0.8166666666666667,117,16410.0,3,0.024793388429752067,121,18192.396694214876,29695047.9748651,6,26,0.8125,6,12170.0,1,0.16666666666666666,6,15708.333333333334,10694280.555555554,123,0,,0.004166666666666652,0.1418732782369146,2484.0633608815424,0.5527698542951422,0,0,1,1,0,high_missingness
csf_abeta42_abeta40_ratio,121,539,0.8166666666666667,121,0.05720179372197309,1,0.008264462809917356,121,0.060585245773584116,0.0006789500847964584,6,26,0.8125,6,0.04577649958915366,1,0.16666666666666666,6,0.04418700358144109,0.00014238910955354214,127,0,,0.004166666666666652,0.1584022038567493,0.016398242192143024,0.8091909561717833,0,0,1,1,0,high_missingness
plasma_abeta42,176,484,0.7333333333333333,166,17.62,2,0.011363636363636364,176,24.404375,33.103912109375,13,19,0.59375,13,19.01,1,0.07692307692307693,13,25.632307692307695,23.791602366863913,178,0,,0.13958333333333328,0.06555944055944056,1.227932692307693,0.2302239736341269,1,0,0,1,0,high_missingness
plasma_abeta42_abeta40_ratio,176,484,0.7333333333333333,152,0.073,3,0.017045454545454544,176,0.08997523332386365,0.0020883629205456955,13,19,0.59375,13,0.0664,1,0.07692307692307693,13,0.09126259515384616,0.00024361205273351936,164,0,,0.13958333333333328,0.05987762237762238,0.001287361829982514,0.03770107063168593,1,0,0,1,0,high_missingness
plasma_ptau217,176,484,0.7333333333333333,140,0.097,4,0.022727272727272728,176,0.2979488636363636,0.11904043488507231,13,19,0.59375,11,0.164,2,0.15384615384615385,13,0.295,0.04391707692307693,149,0,,0.13958333333333328,0.13111888111888112,0.0029488636363635967,0.010330765308114104,1,0,0,1,0,high_missingness
plasma_ptau217_abeta42_ratio,176,484,0.7333333333333333,170,0.00305,3,0.017045454545454544,176,0.014323978994318181,0.0004598063334784399,13,19,0.59375,13,0.02167,1,0.07692307692307693,13,0.011728611692307692,6.08443721337976e-05,183,0,,0.13958333333333328,0.05987762237762238,0.002595367302010489,0.16085723379072403,1,0,0,1,0,high_missingness
npi_depression_item_score,394,266,0.403030303030303,7,0.0,336,0.8527918781725888,394,0.2766497461928934,0.870165425545621,14,18,0.5625,3,0.0,12,0.8571428571428571,14,0.7142857142857143,3.2040816326530615,8,1,1,0.15946969696969698,0.00435097897026826,0.4376359680928209,0.30662271568738386,1,0,0,1,0,mode_dominance
npi_sleep_item_score,394,266,0.403030303030303,9,0.0,345,0.8756345177664975,394,0.5152284263959391,2.8081437295472695,14,18,0.5625,3,0.0,12,0.8571428571428571,14,0.2857142857142857,0.6326530612244898,9,1,1,0.15946969696969698,0.018491660623640382,0.22951414068165343,0.17498262760350106,1,0,0,1,0,mode_dominance
baseline_stroke,396,264,0.4,2,0.0,394,0.9949494949494949,396,0.005050505050505051,0.005024997449239873,14,18,0.5625,1,0.0,14,1.0,14,0.0,0.0,2,1,1,0.16249999999999998,0.005050505050505083,0.005050505050505051,0.10075854437197569,1,0,0,1,0,mode_dominance
baseline_blurred_vision,467,193,0.2924242424242424,2,0.0,440,0.9421841541755889,467,0.057815845824411134,0.05447317379601906,28,4,0.125,2,0.0,27,0.9642857142857143,28,0.03571428571428571,0.034438775510204085,2,1,1,0.16742424242424242,0.02210156011012543,0.022101560110125422,0.10482330842897052,1,0,0,1,0,mode_dominance
baseline_chest_pain,467,193,0.2924242424242424,2,0.0,462,0.9892933618843683,467,0.010706638115631691,0.010592006015892592,28,4,0.125,1,0.0,28,1.0,28,0.0,0.0,2,1,1,0.16742424242424242,0.010706638115631661,0.010706638115631691,0.14712247158412492,1,0,0,1,0,mode_dominance
baseline_depressed_mood,467,193,0.2924242424242424,2,0.0,415,0.8886509635974305,467,0.11134903640256959,0.09895042849478884,28,4,0.125,2,0.0,26,0.9285714285714286,28,0.07142857142857142,0.0663265306122449,2,1,1,0.16742424242424242,0.03992046497399815,0.03992046497399816,0.13886871985999172,1,0,0,1,0,mode_dominance
baseline_fall,467,193,0.2924242424242424,2,0.0,443,0.9486081370449678,467,0.05139186295503212,0.04875073937704333,28,4,0.125,2,0.0,25,0.8928571428571429,28,0.10714285714285714,0.09566326530612246,2,1,1,0.16742424242424242,0.05575099418782492,0.05575099418782502,0.20747365533502404,1,0,0,1,0,mode_dominance
baseline_headache,467,193,0.2924242424242424,2,0.0,420,0.8993576017130621,467,0.1006423982869379,0.09051350595399128,28,4,0.125,1,0.0,28,1.0,28,0.0,0.0,2,1,1,0.16742424242424242,0.10064239828693788,0.1006423982869379,0.47308511264837294,1,0,0,1,0,mode_dominance
baseline_insomnia,467,193,0.2924242424242424,2,0.0,397,0.8501070663811563,467,0.14989293361884368,0.1274250420699806,28,4,0.125,2,0.0,21,0.75,28,0.25,0.1875,2,1,1,0.16742424242424242,0.1001070663811563,0.10010706638115632,0.25227611507197956,1,0,0,1,0,mode_dominance
baseline_vomiting,467,193,0.2924242424242424,2,0.0,464,0.9935760171306209,467,0.006423982869379015,0.006382715313472938,28,4,0.125,1,0.0,28,1.0,28,0.0,0.0,2,1,1,0.16742424242424242,0.0064239828693790635,0.006423982869379015,0.11371470653683552,1,0,0,1,0,mode_dominance
faq_finances,657,3,0.004545454545454545,6,0.0,485,0.7382039573820396,657,0.7503805175038052,1.9589990941714217,32,0,0.0,3,0.0,27,0.84375,32,0.21875,0.2958984375,6,1,1,0.004545454545454545,0.10554604261796041,0.5316305175038052,0.5006814430583232,0,0,1,1,0,mode_dominance
faq_events,658,2,0.0030303030303030303,6,0.0,552,0.8389057750759878,658,0.5197568389057751,1.5262054119973025,32,0,0.0,2,0.0,31,0.96875,32,0.03125,0.0302734375,6,1,1,0.0030303030303030303,0.12984422492401215,0.48850683890577506,0.5537503759740989,0,0,1,1,0,mode_dominance
faq_meal_prep,658,2,0.0030303030303030303,6,0.0,516,0.78419452887538,658,0.47112462006079026,1.081992960153731,32,0,0.0,2,0.0,31,0.96875,32,0.03125,0.0302734375,6,1,1,0.0030303030303030303,0.18455547112462,0.43987462006079026,0.589847161768802,0,0,1,1,0,mode_dominance
faq_travel,658,2,0.0030303030303030303,6,0.0,549,0.8343465045592705,658,0.5562310030395137,1.6845280439020331,32,0,0.0,1,0.0,32,1.0,32,0.0,0.0,6,1,1,0.0030303030303030303,0.1656534954407295,0.5562310030395137,0.6060815544849739,0,0,1,1,0,mode_dominance
npi_depression_severity,0,660,1.0,0,,0,,0,,,0,32,1.0,0,,0,,0,,,0,1,,0.0,,,,0,0,0,0,0,all_missing_in_train
blurred_vision_symptom,16,644,0.9757575757575757,2,0.0,12,0.75,16,0.25,0.1875,0,32,1.0,0,,0,,0,,,2,1,,0.024242424242424288,,,,0,0,0,0,0,high_missingness
chest_pain_symptom,16,644,0.9757575757575757,1,0.0,16,1.0,16,0.0,0.0,0,32,1.0,0,,0,,0,,,1,1,,0.024242424242424288,,,,0,0,0,0,0,high_missingness
depressed_mood_symptom,16,644,0.9757575757575757,2,0.0,13,0.8125,16,0.1875,0.15234375,0,32,1.0,0,,0,,0,,,2,1,,0.024242424242424288,,,,0,0,0,0,0,high_missingness
fall_symptom,16,644,0.9757575757575757,2,0.0,13,0.8125,16,0.1875,0.15234375,0,32,1.0,0,,0,,0,,,2,1,,0.024242424242424288,,,,0,0,0,0,0,high_missingness
headache_symptom,16,644,0.9757575757575757,2,0.0,13,0.8125,16,0.1875,0.15234375,0,32,1.0,0,,0,,0,,,2,1,,0.024242424242424288,,,,0,0,0,0,0,high_missingness
insomnia_symptom,16,644,0.9757575757575757,2,0.0,13,0.8125,16,0.1875,0.15234375,0,32,1.0,0,,0,,0,,,2,1,,0.024242424242424288,,,,0,0,0,0,0,high_missingness
musculoskeletal_pain_symptom,16,644,0.9757575757575757,2,0.0,9,0.5625,16,0.4375,0.24609375,0,32,1.0,0,,0,,0,,,2,1,,0.024242424242424288,,,,0,0,0,0,0,high_missingness
symptom_burden_current,16,644,0.9757575757575757,4,1.0,6,0.375,16,1.4375,0.99609375,0,32,1.0,0,,0,,0,,,4,1,,0.024242424242424288,,,,0,0,0,0,0,high_missingness
NPIK3,49,611,0.9257575757575758,2,0.0,48,0.9795918367346939,49,0.02040816326530612,0.01999167013744273,2,30,0.9375,1,0.0,2,1.0,2,0.0,0.0,2,1,1,0.011742424242424221,0.020408163265306145,0.02040816326530612,0.2041241452319315,0,0,0,0,0,high_missingness
NPIK5,49,611,0.9257575757575758,1,0.0,49,1.0,49,0.0,0.0,2,30,0.9375,1,0.0,2,1.0,2,0.0,0.0,1,1,1,0.011742424242424221,0.0,0.0,0.0,0,0,0,0,0,high_missingness
NPIK8,49,611,0.9257575757575758,2,0.0,46,0.9387755102040817,49,0.061224489795918366,0.05747605164514785,1,31,0.96875,1,0.0,1,1.0,1,0.0,,2,1,1,0.04299242424242422,0.061224489795918324,0.061224489795918366,0.2553769592276246,0,0,0,0,0,high_missingness
NPID4,58,602,0.9121212121212121,2,0.0,56,0.9655172413793104,58,0.034482758620689655,0.033293697978596916,2,30,0.9375,1,0.0,2,1.0,2,0.0,0.0,2,1,1,0.02537878787878789,0.03448275862068961,0.034482758620689655,0.26726124191242434,0,0,0,0,0,high_missingness
NPID7,58,602,0.9121212121212121,2,0.0,53,0.9137931034482759,58,0.08620689655172414,0.07877526753864447,2,30,0.9375,1,0.0,2,1.0,2,0.0,0.0,2,1,1,0.02537878787878789,0.08620689655172409,0.08620689655172414,0.43437224276306935,0,0,0,0,0,high_missingness
hachinski_stroke_history,623,37,0.05606060606060606,2,0.0,612,0.9823434991974318,623,0.01765650080256822,0.01734474878197713,32,0,0.0,1,0.0,32,1.0,32,0.0,0.0,2,1,1,0.05606060606060606,0.017656500802568198,0.01765650080256822,0.18959881966484035,0,0,0,0,0,mode_dominance
somatic_complaints,623,37,0.05606060606060606,2,0.0,607,0.9743178170144462,623,0.025682182985553772,0.0250226084626503,32,0,0.0,2,0.0,31,0.96875,32,0.03125,0.0302734375,2,1,1,0.05606060606060606,0.005567817014446197,0.005567817014446228,0.03348520120929524,0,0,0,0,0,mode_dominance
faq_games,656,4,0.006060606060606061,6,0.0,524,0.7987804878048781,656,0.5182926829268293,1.307592207019631,32,0,0.0,3,0.0,30,0.9375,32,0.125,0.296875,6,1,1,0.006060606060606061,0.1387195121951219,0.3932926829268293,0.439102026915638,0,0,0,0,0,mode_dominance
faq_tv,657,3,0.004545454545454545,5,0.0,559,0.8508371385083714,657,0.4672754946727549,1.2778484370402803,32,0,0.0,2,0.0,31,0.96875,32,0.09375,0.2724609375,5,1,1,0.004545454545454545,0.1179128614916286,0.3735254946727549,0.4242541124840392,0,0,0,0,0,mode_dominance
faq_beverages,658,2,0.0030303030303030303,6,0.0,612,0.9300911854103343,658,0.196048632218845,0.5709874262063359,32,0,0.0,1,0.0,32,1.0,32,0.0,0.0,6,1,1,0.0030303030303030303,0.06990881458966569,0.196048632218845,0.3669150637735036,0,0,0,0,0,mode_dominance
faq_shopping,658,2,0.0030303030303030303,6,0.0,557,0.8465045592705167,658,0.4209726443768997,1.1495297530510622,32,0,0.0,3,0.0,29,0.90625,32,0.125,0.171875,6,1,1,0.0030303030303030303,0.05974544072948329,0.2959726443768997,0.3641234410435953,0,0,0,0,0,mode_dominance
auditory_impairment,660,0,0.0,2,0.0,606,0.9181818181818182,660,0.08181818181818182,0.07512396694214878,32,0,0.0,1,0.0,32,1.0,32,0.0,0.0,2,1,1,0.0,0.08181818181818179,0.08181818181818182,0.42215852683817506,0,0,0,0,0,mode_dominance
delayed_cue_used,660,0,0.0,2,0.0,558,0.8454545454545455,660,0.15454545454545454,0.13066115702479342,32,0,0.0,2,0.0,30,0.9375,32,0.0625,0.05859375,2,1,1,0.0,0.09204545454545454,0.09204545454545454,0.2992221713810441,0,0,0,0,0,mode_dominance
gait_abnormality,660,0,0.0,2,0.0,586,0.8878787878787879,660,0.11212121212121212,0.0995500459136823,32,0,0.0,2,0.0,31,0.96875,32,0.03125,0.0302734375,2,1,1,0.0,0.08087121212121207,0.08087121212121212,0.31741856312481903,0,0,0,0,0,mode_dominance
has_baseline_row,660,0,0.0,1,1,660,1.0,660,1.0,0.0,32,0,0.0,1,1,32,1.0,32,1.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,constant_in_train
has_screening_row,660,0,0.0,1,1,660,1.0,660,1.0,0.0,32,0,0.0,1,1,32,1.0,32,1.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,constant_in_train
peripheral_vascular_exam_abnormal,660,0,0.0,2,0.0,624,0.9454545454545454,660,0.05454545454545454,0.0515702479338843,32,0,0.0,2,0.0,30,0.9375,32,0.0625,0.05859375,2,1,1,0.0,0.007954545454545436,0.007954545454545457,0.03389303979155205,0,0,0,0,0,mode_dominance
physical_heart_exam_abnormal,660,0,0.0,2,0.0,607,0.9196969696969697,660,0.0803030303030303,0.07385445362718089,32,0,0.0,2,0.0,27,0.84375,32,0.15625,0.1318359375,2,1,1,0.0,0.07594696969696968,0.0759469696969697,0.2368200377003051,0,0,0,0,0,mode_dominance
screening_fallback_allowed,660,0,0.0,1,1,660,1.0,660,1.0,0.0,32,0,0.0,1,1,32,1.0,32,1.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,constant_in_train
hemoglobin,419,241,0.36515151515151517,59,14.5,21,0.050119331742243436,419,13.853937947494034,1.3228663541447134,24,8,0.25,18,13.9,3,0.125,24,13.841666666666669,1.8540972222222216,60,0,,0.11515151515151517,0.07488066825775656,0.012271280827365061,0.009736408234768006,1,0,0,1,1,
vitamin_b12,424,236,0.3575757575757576,335,287.0,4,0.009433962264150943,424,529.5801886792453,145975.8143244927,25,7,0.21875,24,316.0,2,0.08,25,651.36,129873.67039999999,350,0,,0.1388257575757576,0.07056603773584906,121.77981132075467,0.3279096564279514,1,0,0,1,1,
baseline_musculoskeletal_pain,467,193,0.2924242424242424,2,0.0,277,0.5931477516059958,467,0.4068522483940043,0.24132349637074774,28,4,0.125,2,0.0,17,0.6071428571428571,28,0.39285714285714285,0.23852040816326534,2,1,1,0.16742424242424242,0.01399510553686134,0.013995105536861452,0.028572035726304113,1,0,0,1,1,
symptom_burden_baseline,467,193,0.2924242424242424,7,0.0,196,0.4197002141327623,467,0.8950749464668094,0.988990733141057,28,4,0.125,5,1.0,13,0.4642857142857143,28,0.8571428571428571,0.9081632653061223,7,1,0,0.16742424242424242,0.044585500152951985,0.03793208932395231,0.03894668245821534,1,1,0,1,1,
faq_any_impairment,653,7,0.010606060606060607,2,0.0,360,0.5513016845329249,653,0.44869831546707506,0.24736813716408426,32,0,0.0,2,0.0,27,0.84375,32,0.15625,0.1318359375,2,1,1,0.010606060606060607,0.29244831546707506,0.29244831546707506,0.6716261919005664,0,1,1,1,1,
faq_total,653,7,0.010606060606060607,21,0.0,360,0.5513016845329249,653,2.3767228177641653,15.616119734808597,32,0,0.0,4,0.0,27,0.84375,32,0.375,1.296875,21,0,,0.010606060606060607,0.29244831546707506,2.0017228177641653,0.6883489919498226,0,0,1,1,1,
faq_forms,657,3,0.004545454545454545,6,0.0,449,0.6834094368340944,657,0.882800608828006,2.210008594946357,32,0,0.0,4,0.0,29,0.90625,32,0.1875,0.40234375,6,1,1,0.004545454545454545,0.22284056316590561,0.695300608828006,0.6083755209870562,0,1,1,1,1,
logical_memory_retention_ratio,658,2,0.0030303030303030303,110,1.0,93,0.1413373860182371,658,0.7527377312903981,0.1392672422824301,32,0,0.0,22,0.8333333333333334,3,0.09375,32,0.9235302335800595,0.03884719958509543,112,0,,0.0030303030303030303,0.04758738601823709,0.17079250228966136,0.5723138185651789,0,0,1,1,1,
cdrsb,660,0,0.0,12,0.0,336,0.509090909090909,660,0.8757575757575757,1.2724426078971534,32,0,0.0,2,0.0,28,0.875,32,0.0625,0.02734375,12,0,,0.0,0.36590909090909096,0.8132575757575757,1.0088047725515672,0,0,1,1,1,
logical_memory_delayed,660,0,0.0,23,0.0,51,0.07727272727272727,660,8.916666666666666,31.403661616161614,32,0,0.0,15,9.0,6,0.1875,32,12.0,14.5,24,0,,0.0,0.11022727272727273,3.083333333333334,0.6435937398435866,0,0,1,1,1,
logical_memory_immediate,660,0,0.0,24,14.0,62,0.09393939393939393,660,10.959090909090909,23.099841597796143,32,0,0.0,15,12.0,6,0.1875,32,13.125,12.609375,24,0,,0.0,0.09356060606060607,2.165909090909091,0.5125840175545789,0,0,1,1,1,
mmse_total,660,0,0.0,10,30.0,191,0.28939393939393937,660,28.168181818181818,3.2459573002754825,32,0,0.0,4,30.0,19,0.59375,32,29.34375,0.8505859375,10,1,1,0.0,0.30435606060606063,1.175568181818182,0.8213987718242789,0,1,1,1,1,
