n_total_rows,n_train_rows,n_test_rows,n_train_primary_rows,n_train_augmentation_rows,n_test_primary_rows,n_candidate_feature_columns,n_retained_feature_columns,n_dropped_feature_columns,n_dropped_all_missing,n_dropped_high_missingness,n_dropped_constant,n_dropped_mode_dominance,n_dropped_low_numeric_variance
894,822,72,280,542,72,27,17,10,0,0,3,7,0
