column,train_non_missing_n,train_missing_n,train_missing_fraction,train_unique_non_missing_n,train_mode_value,train_mode_count,train_mode_fraction,train_numeric_observed_n,train_numeric_mean,train_numeric_variance,test_non_missing_n,test_missing_n,test_missing_fraction,test_unique_non_missing_n,test_mode_value,test_mode_count,test_mode_fraction,test_numeric_observed_n,test_numeric_mean,test_numeric_variance,combined_unique_non_missing_n,mode_comparison_eligible,mode_value_match,missing_fraction_abs_diff,mode_fraction_abs_diff,numeric_mean_abs_diff,numeric_standardized_mean_diff,missingness_shift_flag,mode_shift_flag,numeric_mean_shift_flag,train_test_shift_flag,keep_for_modeling,drop_reason
alcohol_risk_status,467,193,0.2924242424242424,2,0.0,451,0.9657387580299786,467,0.034261241970021415,0.033087409268693045,28,4,0.125,2,0.0,27,0.9642857142857143,28,0.03571428571428571,0.03443877551020409,2,1,1,0.16742424242424242,0.0014530437442642485,0.0014530437442642971,0.00790783466216601,1,0,0,1,0,mode_dominance
smoking,467,193,0.2924242424242424,2,0.0,414,0.8865096359743041,467,0.11349036402569593,0.10061030129901095,28,4,0.125,2,0.0,27,0.9642857142857143,28,0.03571428571428571,0.034438775510204085,2,1,1,0.16742424242424242,0.0777760783114102,0.07777607831141022,0.29930586632269596,1,0,0,1,0,mode_dominance
obesity,659,1,0.0015151515151515152,2,0.0,509,0.7723823975720789,659,0.2276176024279211,0.17580782949288593,32,0,0.0,2,0.0,25,0.78125,32,0.21875,0.1708984375,2,1,1,0.0015151515151515152,0.008867602427921062,0.00886760242792109,0.021298075658841464,0,0,0,0,0,mode_dominance
depression,660,0,0.0,2,0.0,557,0.843939393939394,660,0.15606060606060607,0.1317056932966024,32,0,0.0,2,0.0,26,0.8125,32,0.1875,0.15234375,2,1,1,0.0,0.03143939393939399,0.031439393939393934,0.08342422717193727,0,0,0,0,0,mode_dominance
diabetes,660,0,0.0,2,0.0,608,0.9212121212121213,660,0.07878787878787878,0.07258034894398531,32,0,0.0,2,0.0,30,0.9375,32,0.0625,0.05859375,2,1,1,0.0,0.01628787878787874,0.016287878787878782,0.06359976072088304,0,0,0,0,0,mode_dominance
has_baseline_row,660,0,0.0,1,1.0,660,1.0,660,1.0,0.0,32,0,0.0,1,1.0,32,1.0,32,1.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,constant_in_train
has_screening_row,660,0,0.0,1,1.0,660,1.0,660,1.0,0.0,32,0,0.0,1,1.0,32,1.0,32,1.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,constant_in_train
high_cholesterol,660,0,0.0,2,0.0,575,0.8712121212121212,660,0.12878787878787878,0.11220156106519744,32,0,0.0,2,0.0,26,0.8125,32,0.1875,0.15234375,2,1,1,0.0,0.058712121212121215,0.058712121212121215,0.16143315515786275,0,0,0,0,0,mode_dominance
libra_supported_late_life_n_observed,660,0,0.0,2,6.0,467,0.7075757575757575,660,5.122727272727273,1.862210743801653,32,0,0.0,2,6.0,28,0.875,32,5.625,0.984375,2,1,1,0.0,0.16742424242424248,0.502272727272727,0.42101004704870065,0,0,0,0,0,mode_dominance
libra_supported_n_observed,660,0,0.0,3,8.0,466,0.706060606060606,660,7.121212121212121,1.8610651974288341,32,0,0.0,2,8.0,28,0.875,32,7.625,0.984375,3,1,1,0.0,0.16893939393939394,0.5037878787878789,0.4223650566299052,0,0,0,0,0,mode_dominance
screening_fallback_allowed,660,0,0.0,1,1.0,660,1.0,660,1.0,0.0,32,0,0.0,1,1.0,32,1.0,32,1.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,constant_in_train
tobacco_burden,420,240,0.36363636363636365,114,0.0,294,0.7,420,-0.05186233853011674,0.1748863766085978,27,5,0.15625,11,0.0,17,0.6296296296296297,27,-0.12473676419742288,0.14870169895492855,121,0,,0.20738636363636365,0.0703703703703703,0.07287442566730615,0.18117317208955266,1,0,0,1,1,
eGFR,428,232,0.3515151515151515,427,75.03700674528076,2,0.004672897196261682,428,73.30520493563604,228.6124820767663,25,7,0.21875,25,92.54917886417147,1,0.04,25,76.98122087566537,262.8327966596896,451,0,,0.1327651515151515,0.03532710280373832,3.6760159400293304,0.23450645423731423,1,0,0,1,1,
heart_disease,467,193,0.2924242424242424,2,1.0,292,0.6252676659528907,467,0.6252676659528907,0.234308011866715,28,4,0.125,2,1.0,16,0.5714285714285714,28,0.5714285714285714,0.2448979591836735,2,1,1,0.16742424242424242,0.05383909452431934,0.05383909452431934,0.10998960303673362,1,0,0,1,1,
renal_dysfunction,467,193,0.2924242424242424,2,1.0,236,0.5053533190578159,467,0.5053533190578159,0.2499713419750652,28,4,0.125,2,0.0,15,0.5357142857142857,28,0.4642857142857143,0.24872448979591835,2,1,0,0.16742424242424242,0.030360966656469812,0.041067604772101585,0.08224253768159163,1,1,0,1,1,
BMI,659,1,0.0015151515151515152,643,30.275037000788288,4,0.006069802731411229,659,27.871036813923066,147.47702073014605,32,0,0.0,32,38.625485698725406,1,0.03125,32,27.417450061817462,32.3928116371324,673,0,,0.0015151515151515152,0.02518019726858877,0.45358675210560406,0.047829538948365544,0,0,0,0,1,
hypertension,660,0,0.0,2,0.0,369,0.5590909090909091,660,0.4409090909090909,0.24650826446280996,32,0,0.0,2,0.0,17,0.53125,32,0.46875,0.2490234375,2,1,1,0.0,0.027840909090909083,0.027840909090909083,0.05593230124606827,0,0,0,0,1,
libra_supported_late_life_raw,660,0,0.0,32,0.0,194,0.29393939393939394,660,1.5666666666666667,1.8271919191919193,32,0,0.0,12,0.0,7,0.21875,32,1.73125,1.3783984375,33,0,,0.0,0.07518939393939394,0.1645833333333333,0.13000104407821425,0,0,0,0,1,
libra_supported_late_life_rescaled_0_100,660,0,0.0,34,0.0,194,0.29393939393939394,660,20.088834776334775,301.6513184680629,32,0,0.0,12,0.0,7,0.21875,32,21.000744047619047,197.0006549169147,35,0,,0.0,0.07518939393939394,0.9119092712842729,0.05775211025907811,0,0,0,0,1,
libra_supported_raw,660,0,0.0,59,1.6,90,0.13636363636363635,660,2.6357575757575757,3.1399941230486683,32,0,0.0,17,3.7,4,0.125,32,2.83125,1.9596484375000003,59,0,,0.0,0.011363636363636354,0.19549242424242408,0.12242639505728302,0,0,0,0,1,
libra_supported_rescaled_0_100,660,0,0.0,69,0.0,85,0.12878787878787878,660,24.716131138975967,260.53476849946753,32,0,0.0,20,31.896551724137932,4,0.125,32,25.546875000000004,175.66076906909558,70,0,,0.0,0.0037878787878787845,0.8307438610240361,0.05625246127186142,0,0,0,0,1,
