column,train_non_missing_n,train_missing_n,train_missing_fraction,train_unique_non_missing_n,train_mode_value,train_mode_count,train_mode_fraction,train_numeric_observed_n,train_numeric_mean,train_numeric_variance,test_non_missing_n,test_missing_n,test_missing_fraction,test_unique_non_missing_n,test_mode_value,test_mode_count,test_mode_fraction,test_numeric_observed_n,test_numeric_mean,test_numeric_variance,combined_unique_non_missing_n,mode_comparison_eligible,mode_value_match,missing_fraction_abs_diff,mode_fraction_abs_diff,numeric_mean_abs_diff,numeric_standardized_mean_diff,missingness_shift_flag,mode_shift_flag,numeric_mean_shift_flag,train_test_shift_flag,keep_for_modeling,drop_reason
alcohol_abuse_duration_years,9,707,0.9874301675977654,7,10.0,2,0.2222222222222222,9,15.444444444444445,80.91358024691357,1,67,0.9852941176470589,1,15.0,1,1.0,1,15.0,,8,1,0,0.0021360499507064867,0.7777777777777778,0.44444444444444464,0.04940908061766031,0,1,0,1,0,high_missingness
alcohol_drinks_per_day,9,707,0.9874301675977654,5,5.0,3,0.3333333333333333,9,4.444444444444445,3.580246913580247,1,67,0.9852941176470589,1,6.0,1,1.0,1,6.0,,6,1,0,0.0021360499507064867,0.6666666666666667,1.5555555555555554,0.8221083073205848,0,1,1,1,0,high_missingness
alcohol_years_since_end,14,702,0.9804469273743017,12,31.0,3,0.21428571428571427,14,25.642857142857142,168.80102040816328,1,67,0.9852941176470589,1,10.0,1,1.0,1,10.0,,13,0,,0.004847190272757151,0.7857142857142857,15.642857142857142,1.204005706620501,0,0,1,1,0,high_missingness
smoking_duration_years,94,622,0.8687150837988827,32,10.0,19,0.20212765957446807,94,17.75531914893617,165.12098234495247,11,57,0.8382352941176471,7,1.0,3,0.2727272727272727,11,12.363636363636363,111.14049586776859,33,0,,0.03047978968123566,0.07059961315280464,5.391682785299807,0.4587532617806299,0,0,0,0,0,high_missingness
smoking_packs_per_day,94,622,0.8687150837988827,11,1.0,39,0.4148936170212766,94,1.2148936170212765,0.8621186057039384,11,57,0.8382352941176471,8,1.0,3,0.2727272727272727,11,1.8363636363636362,7.402314049586778,12,0,,0.03047978968123566,0.14216634429400388,0.6214700193423597,0.30572338377854313,0,0,0,0,0,high_missingness
smoking_years_since_quit,148,568,0.7932960893854749,48,40.0,15,0.10135135135135136,148,36.1554054054054,157.13125456537617,20,48,0.7058823529411765,17,25.0,3,0.15,20,31.45,146.3475,49,0,,0.0874137364442984,0.04864864864864864,4.705405405405404,0.3819863977863177,0,0,0,0,0,high_missingness
work_history_sufficient,213,503,0.702513966480447,2,1.0,206,0.9671361502347418,213,0.9671361502347418,0.03178381714386475,18,50,0.7352941176470589,1,1.0,18,1.0,18,1.0,0.0,2,1,1,0.032780151166611926,0.032863849765258246,0.032863849765258246,0.2606936229533508,0,0,0,0,0,high_missingness
hyperglycemia_status,453,263,0.36731843575418993,2,0.0,400,0.8830022075055187,453,0.11699779249448124,0.10330930904589954,42,26,0.38235294117647056,2,0.0,38,0.9047619047619048,42,0.09523809523809523,0.08616780045351476,2,1,1,0.01503450542228063,0.021759697256386046,0.021759697256386004,0.07069512571380095,0,0,0,0,0,mode_dominance
alcohol_burden,497,219,0.3058659217877095,13,0.0,485,0.9758551307847082,497,-0.00930860369555426,0.013671223067695438,49,19,0.27941176470588236,2,0.0,48,0.9795918367346939,49,0.003569221410599658,0.0006114883909383847,14,0,,0.026454157081827134,0.0037367059499856525,0.012877825106153918,0.15238849823415748,0,0,0,0,0,mode_dominance
alcohol_abuse_history,503,213,0.29748603351955305,2,0.0,485,0.9642147117296223,503,0.03578528827037773,0.0345047014137837,50,18,0.2647058823529412,2,0.0,48,0.96,50,0.04,0.038400000000000004,2,1,1,0.03278015116661187,0.004214711729622289,0.004214711729622268,0.022075223328240016,0,0,0,0,0,mode_dominance
