column,train_non_missing_n,train_missing_n,train_missing_fraction,train_unique_non_missing_n,train_mode_value,train_mode_count,train_mode_fraction,train_numeric_observed_n,train_numeric_mean,train_numeric_variance,test_non_missing_n,test_missing_n,test_missing_fraction,test_unique_non_missing_n,test_mode_value,test_mode_count,test_mode_fraction,test_numeric_observed_n,test_numeric_mean,test_numeric_variance,combined_unique_non_missing_n,mode_comparison_eligible,mode_value_match,missing_fraction_abs_diff,mode_fraction_abs_diff,numeric_mean_abs_diff,numeric_standardized_mean_diff,missingness_shift_flag,mode_shift_flag,numeric_mean_shift_flag,train_test_shift_flag,keep_for_modeling,drop_reason
has_baseline_row,660,0,0.0,1,1.0,660,1.0,660,1.0,0.0,32,0,0.0,1,1.0,32,1.0,32,1.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,constant_in_train
has_screening_row,660,0,0.0,1,1.0,660,1.0,660,1.0,0.0,32,0,0.0,1,1.0,32,1.0,32,1.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,constant_in_train
screening_fallback_allowed,660,0,0.0,1,1.0,660,1.0,660,1.0,0.0,32,0,0.0,1,1.0,32,1.0,32,1.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,constant_in_train
tobacco_burden,421,239,0.3621212121212121,115,0.0,294,0.6983372921615202,421,-0.052830262853058994,0.17486445808614473,27,5,0.15625,11,0.0,17,0.6296296296296297,27,-0.12473676419742288,0.14870169895492855,122,0,,0.20587121212121212,0.06870766253189053,0.07190650134436388,0.17877286937215828,1,0,0,1,1,
eGFR,428,232,0.3515151515151515,427,75.03700674528076,2,0.004672897196261682,428,73.35112325209198,229.77428497486096,25,7,0.21875,25,92.54917886417147,1,0.04,25,76.98122087566537,262.8327966596896,451,0,,0.1327651515151515,0.03532710280373832,3.6300976235733913,0.23130391147277446,1,0,0,1,1,
alcohol_risk_status,468,192,0.2909090909090909,2,0.0,452,0.9658119658119658,468,0.03418803418803419,0.033019212506392,28,4,0.125,2,0.0,27,0.9642857142857143,28,0.03571428571428571,0.03443877551020409,2,1,1,0.1659090909090909,0.0015262515262515208,0.0015262515262515208,0.008310447631621368,1,0,0,1,1,
heart_disease,468,192,0.2909090909090909,2,1.0,293,0.6260683760683761,468,0.6260683760683761,0.23410676455548246,28,4,0.125,2,1.0,16,0.5714285714285714,28,0.5714285714285714,0.2448979591836735,2,1,1,0.1659090909090909,0.05463980463980467,0.05463980463980467,0.11164884574811029,1,0,0,1,1,
renal_dysfunction,468,192,0.2909090909090909,2,1.0,235,0.5021367521367521,468,0.5021367521367521,0.2499954342903061,28,4,0.125,2,0.0,15,0.5357142857142857,28,0.4642857142857143,0.24872448979591835,2,1,0,0.1659090909090909,0.03357753357753357,0.03785103785103783,0.07579916657115325,1,1,0,1,1,
smoking,468,192,0.2909090909090909,2,0.0,415,0.8867521367521367,468,0.11324786324786325,0.1004227847176565,28,4,0.125,2,0.0,27,0.9642857142857143,28,0.03571428571428571,0.034438775510204085,2,1,1,0.1659090909090909,0.07753357753357759,0.07753357753357754,0.2985800122217702,1,0,0,1,1,
BMI,659,1,0.0015151515151515152,641,30.275037000788288,4,0.006069802731411229,659,27.888801572661063,147.35403214917469,32,0,0.0,32,38.625485698725406,1,0.03125,32,27.417450061817462,32.3928116371324,671,0,,0.0015151515151515152,0.02518019726858877,0.4713515108436006,0.04971978759954293,0,0,0,0,1,
obesity,659,1,0.0015151515151515152,2,0.0,509,0.7723823975720789,659,0.2276176024279211,0.17580782949288593,32,0,0.0,2,0.0,25,0.78125,32,0.21875,0.1708984375,2,1,1,0.0015151515151515152,0.008867602427921062,0.00886760242792109,0.021298075658841464,0,0,0,0,1,
depression,660,0,0.0,2,0.0,557,0.843939393939394,660,0.15606060606060607,0.1317056932966024,32,0,0.0,2,0.0,26,0.8125,32,0.1875,0.15234375,2,1,1,0.0,0.03143939393939399,0.031439393939393934,0.08342422717193727,0,0,0,0,1,
